0.554,-7.0652,0.65253,0,0.99425,-8.2309,0.57434,0,0.81874,-12.186,0.32574,0,0.43319,-14.223,0.31387,0,0.60879,-10.882,0.43162,0,1,-45.758,4.3776e-08
1,44.353,1.0016,0,1,3.8531,0.9702,0,1,-9.5032,0.4613,0,1,-12.833,0.3716,0,1,-7.1139,0.62233,0,1,-45.757,4.3643e-08
1,44.353,1.0016,0,1,3.8531,0.9702,0,1,-9.5032,0.4613,0,1,-12.833,0.3716,0,1,-7.1139,0.62233,0,1,-45.757,4.3643e-08
0.554,-7.0652,0.65253,0,0.99425,-8.2309,0.57434,0,0.81874,-12.186,0.32574,0,0.43319,-14.223,0.31387,0,0.60879,-10.882,0.43162,0,1,-45.758,4.3776e-08
0.554,-12.756,0.38253,0,0.99425,-13.229,0.33328,0,0.99893,-15.05,0.21053,0,0.43319,-16.147,0.24481,0,0.60879,-14.318,0.2798,0,1,-45.759,4.3958e-08
0.554,-16.096,0.25357,0,0.99425,-16.378,0.21793,0,0.81874,-17.433,0.14173,0,0.43319,-18.037,0.18959,0,0.60879,-16.964,0.19213,0,1,-45.762,4.4193e-08
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.554,-8.0676,0.60443,0,0.99434,-7.8769,0.59104,0,0.81874,1.5255,0.91693,0,0.43319,-10.501,0.47985,0,1,-1.038,0.85897,0,1,-45.756,4.3612e-08
0.554,3.9971,0.95337,0,0.28331,45.156,1.002,0,0.81874,-9.0178,0.48749,0,0.43319,-12.625,0.38073,0,0.60879,-6.3237,0.66085,0,1,-45.757,4.3645e-08
0.554,3.9971,0.95337,0,0.28331,45.156,1.002,0,0.81874,-9.0178,0.48749,0,0.43319,-12.625,0.38073,0,0.60879,-6.3237,0.66085,0,1,-45.757,4.3645e-08
0.554,-8.0676,0.60443,0,0.99434,-7.8769,0.59104,0,0.81874,1.5255,0.91693,0,0.43319,-10.501,0.47985,0,1,-1.038,0.85897,0,1,-45.756,4.3612e-08
0.554,-13.079,0.36844,0,0.99425,-13.118,0.33795,0,0.81874,-11.399,0.36315,0,1,3.6417,0.94945,0,0.60879,-11.844,0.38533,0,1,-45.754,4.3547e-08
0.554,-16.255,0.24839,0,0.99425,-16.323,0.21961,0,0.81874,-15.68,0.19001,0,0.43319,-13.143,0.35814,0,0.60879,-15.763,0.2286,0,1,-45.751,4.3459e-08
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.554,-8.5977,0.57897,0,0.99425,-8.4503,0.56234,0,0.99893,42.303,1.0015,0,0.43319,-10.152,0.4969,0,1,-3.1266,0.79368,0,1,-45.756,4.3613e-08
0.554,-0.048657,0.89176,0,0.99434,2.8976,0.93839,0,0.81874,-8.4734,0.51709,0,0.43319,-12.407,0.39042,0,0.60879,-5.3738,0.70498,0,1,-45.756,4.3646e-08
0.554,-0.048657,0.89176,0,0.99434,2.8976,0.93839,0,0.81874,-8.4734,0.51709,0,0.43319,-12.407,0.39042,0,0.60879,-5.3738,0.70498,0,1,-45.756,4.3646e-08
0.554,-8.5977,0.57897,0,0.99425,-8.4503,0.56234,0,0.99893,42.303,1.0015,0,0.43319,-10.152,0.4969,0,1,-3.1266,0.79368,0,1,-45.756,4.3613e-08
0.554,-13.267,0.36045,0,0.99425,-13.308,0.32987,0,0.81874,-11.69,0.34903,0,0.43319,-0.29115,0.88527,0,0.60879,-12.097,0.37361,0,1,-45.754,4.3548e-08
0.554,-16.349,0.24535,0,0.99425,-16.418,0.21671,0,0.81874,-15.793,0.18653,0,0.43319,-13.329,0.35025,0,0.60879,-15.87,0.22512,0,1,-45.751,4.346e-08
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.554,-7.4709,0.63266,0,0.99434,-7.2228,0.62327,0,0.99893,-1.8811,0.82559,0,0.43319,-10.826,0.46412,0,1,2.6607,0.93352,0,1,-45.756,4.3621e-08
1,44.353,1.0016,0,1,3.8531,0.9702,0,1,-9.5032,0.4613,0,1,-12.833,0.3716,0,1,-7.1139,0.62233,0,1,-45.757,4.3643e-08
1,44.353,1.0016,0,1,3.8531,0.9702,0,1,-9.5032,0.4613,0,1,-12.833,0.3716,0,1,-7.1139,0.62233,0,1,-45.757,4.3643e-08
0.554,-7.4709,0.63266,0,0.99434,-7.2228,0.62327,0,0.99893,-1.8811,0.82559,0,0.43319,-10.826,0.46412,0,1,2.6607,0.93352,0,1,-45.756,4.3621e-08
0.554,-12.884,0.37687,0,0.99425,-12.919,0.34652,0,0.81874,-11.087,0.37858,0,1,48.041,1.0018,0,0.60879,-11.576,0.39794,0,1,-45.754,4.3556e-08
0.554,-16.159,0.25152,0,0.99425,-16.227,0.22262,0,0.81874,-15.564,0.19365,0,0.43319,-12.949,0.36648,0,0.60879,-15.652,0.23222,0,1,-45.751,4.3467e-08
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.554,-1.1534,0.87062,0,0.99425,-3.9464,0.77146,0,0.81874,-10.706,0.39808,0,0.43319,-13.405,0.3471,0,0.60879,-8.903,0.5316,0,1,-45.757,4.3706e-08
0.14456,6.4549,0.98887,0,0.99425,0.051042,0.89672,0,0.81874,-9.941,0.43794,0,0.43319,-13.031,0.36297,0,0.60879,-7.7897,0.58844,0,1,-45.757,4.3672e-08
0.554,3.9971,0.95337,0,0.28331,45.156,1.002,0,0.81874,-9.0178,0.48749,0,0.43319,-12.625,0.38073,0,0.60879,-6.3237,0.66085,0,1,-45.757,4.3645e-08
0.554,-2.3043,0.83465,0,0.99434,-0.84914,0.86694,0,0.81874,-7.8536,0.55079,0,0.43319,-12.178,0.40074,0,0.60879,-4.1862,0.75592,0,1,-45.756,4.3642e-08
0.554,-5.0419,0.73898,0,0.99425,-4.4323,0.74877,0,0.81874,-6.2791,0.63448,0,0.43319,-11.684,0.42347,0,0.60879,-0.28529,0.88359,0,1,-45.756,4.3634e-08
0.554,-6.7888,0.6641,0,0.99434,-6.4623,0.65971,0,0.81874,-3.8484,0.75006,0,0.43319,-11.13,0.44957,0,1,61.911,1.0016,0,1,-45.756,4.3626e-08
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.554,-2.3043,0.83465,0,0.99434,-0.84914,0.86694,0,0.81874,-7.8536,0.55079,0,0.43319,-12.178,0.40074,0,0.60879,-4.1862,0.75592,0,1,-45.756,4.3642e-08
0.554,3.9971,0.95337,0,0.28331,45.156,1.002,0,0.81874,-9.0178,0.48749,0,0.43319,-12.625,0.38073,0,0.60879,-6.3237,0.66085,0,1,-45.757,4.3645e-08
0.14456,6.4549,0.98887,0,0.99425,0.051042,0.89672,0,0.81874,-9.941,0.43794,0,0.43319,-13.031,0.36297,0,0.60879,-7.7897,0.58844,0,1,-45.757,4.3672e-08
0.554,-1.1534,0.87062,0,0.99425,-3.9464,0.77146,0,0.81874,-10.706,0.39808,0,0.43319,-13.405,0.3471,0,0.60879,-8.903,0.5316,0,1,-45.757,4.3706e-08
0.554,-4.3734,0.76724,0,0.99425,-6.1345,0.67695,0,0.81874,-11.358,0.3653,0,1,-13.75,0.33282,0,0.60879,-9.7994,0.4858,0,1,-45.757,4.3736e-08
0.554,-6.3215,0.68634,0,0.99425,-7.6301,0.6045,0,0.81874,-11.927,0.33786,0,0.43319,-14.071,0.31989,0,0.60879,-10.549,0.44809,0,1,-45.758,4.3763e-08
